x,y,z,t
5.2309540431494295,8.80931906591948,14.517225726276902,63.74
5.601848974201098,9.445322461845464,14.623218556446467,63.75
5.999749349316845,10.118038253543851,14.798642034823486,63.76
6.425773948614904,10.826189445231615,15.051223681689759,63.77
6.880113720098651,11.56489663265768,15.390244091179165,63.78
7.362458926931703,12.327458556700902,15.824992707552212,63.79
7.872504800062119,13.107135405081602,16.36484581403322,63.8
8.409023716871502,13.893814257688017,17.019569141605487,63.81
8.968616927818042,14.671369886029318,17.796711646193245,63.82
9.547614028059831,15.423070064978354,18.703308274907343,63.83
10.141697186583809,16.130112943743335,19.745754058030062,63.84
10.743072727580447,16.76667020909492,20.922605859149396,63.85
11.342798985852358,17.305648766601337,22.228693717992925,63.86
11.93138183796893,17.71890964476785,23.657536717091766,63.87
12.495889609281953,17.9769551957455,25.189148114957703,63.88
13.02233473097469,18.053546225034502,26.795573823597678,63.89
13.496279044570702,17.92267767385483,28.447110599654096,63.9
13.901681358714093,17.568383204139106,30.10067368179283,63.91
14.224191213265911,16.987415131632353,31.708922694068043,63.92
14.449496429736872,16.178814193007824,33.223502014221125,63.93
14.565876919064616,15.161491936652979,34.594811220818166,63.94
14.566364572974207,13.967122593187598,35.781492599914415,63.95
14.445211267871134,12.631874367522379,36.7444512712475,63.96
14.204112805136507,11.205205918883898,37.46348985809736,63.97
13.848213538058662,9.737001920102484,37.929026754712346,63.98
13.385959440109085,8.278468903868918,38.1402333516251,63.99
12.83162147000688,6.87172663511952,38.116613629110354,64.0
12.200140613237968,5.555187069334607,37.8809396346061,64.01
11.508976857859205,4.3576024359959105,37.46308025633879,64.02
10.775918631879847,3.294105617297394,36.89700983105296,64.03
10.018490935088183,2.3752861283681166,36.216279223932446,64.04
9.252451736106218,1.5994244287674788,35.45118863745808,64.05
8.492335857213638,0.9613522535510295,34.62983763949058,64.06
7.749953210416503,0.4501270449461039,33.77443305109373,64.07
7.035229726266211,0.052554658307554035,32.903555973647514,64.08
6.355579409443102,-0.24581758767299455,32.03096500765519,64.09
5.716390962339221,-0.4597328522663014,31.166751075235986,64.1
5.121237569712131,-0.6032308254837534,30.318051271411914,64.11
4.5718664861699505,-0.6891507874764868,29.489130485036714,64.12
4.06897767011612,-0.7291959280597596,28.682844453560477,64.13
3.611907486850999,-0.7332292082208604,27.900277015408033,64.14
3.1993697812856365,-0.7099323779879669,27.14182604324675,64.15
2.8293171372397126,-0.6662700085060295,26.40710572671867,64.16
2.4993937693038384,-0.608207959567769,25.695458701418964,64.17
2.206889729776258,-0.5403000439339282,25.005957445456716,64.18
1.9490116710181966,-0.46633258645355447,24.337619979878067,64.19
1.7228893914756385,-0.389040230261124,23.689444488051,64.2
1.5257108984302779,-0.310624481955577,23.060464283023094,64.21
1.3547549196098794,-0.2325348620067867,22.449786997818535,64.22
1.2074322718475994,-0.15587340760300003,21.856579177030348,64.23
1.0813361283190277,-0.08123361476996568,21.28010161719338,64.24
0.9742207616676182,-0.008992953328502817,20.719670432925263,64.25
0.8840602774428367,0.06079441270139651,20.174684558939756,64.26
0.8089985986005286,0.12820979693982457,19.64458900892137,64.27
0.7473897953400974,0.19351638019585612,19.1288886133484,64.28
0.6977758871946999,0.2570677778449999,18.627128925031673,64.29
0.6588651106625948,0.31932753724313134,18.13889663835931,64.3
0.6295339674324986,0.38078940884688023,17.66380567280461,64.31
0.6088414916803746,0.4420295843371664,17.201507994284533,64.32
0.595937983977103,0.5036292305270514,16.751668480924593,64.33
0.5901885800788279,0.5662181436530558,16.313989180088022,64.34
0.591001563288975,0.6304501355087077,15.888182229481973,64.35
0.5979566018844298,0.6969851934888596,15.473985688867351,64.36
0.6107337835867148,0.7665346371673204,15.071162110124586,64.37
0.6290658002071456,0.8398082092911285,14.679482410547527,64.38
0.6528531474031843,0.9175696721406251,14.298757680174727,64.39
0.6820266894381843,1.0006181628856516,13.928811949100478,64.4
0.7165953016552367,1.0897655323570534,13.569488716150245,64.41
0.7567091552595526,1.1859283044426072,13.220687790341222,64.42
0.802533047681663,1.2900475998437138,12.88231834103752,64.43
0.854302118322618,1.4031046469056314,12.554321087270544,64.44
0.9124025626120025,1.5262481669804195,12.236729332192917,64.45
0.9772400631516086,1.6606595196818215,11.92959168917413,64.46
1.0492531185459386,1.8075587662588484,11.632984424127775,64.47
1.1290650241917664,1.968417821496372,11.347150549270006,64.48
1.2173578170160537,2.144794320131922,11.072387921903516,64.49
1.3148164205888515,2.3382600472965995,10.809003598739393,64.5
1.4222865028224976,2.550665865117476,10.557537185420562,64.51
1.5407842336147881,2.78410257883712,10.318744130269243,64.52
1.671330792658273,3.0406682049382403,10.09338581627431,64.53
1.8150097886346255,3.3226314662745264,9.882402610774916,64.54
1.9732104832166746,3.6327118372422347,9.687334651990746,64.55
2.147389548761547,3.973700724397273,9.50983461893771,64.56
